2025-08-19 13:53:58.4501776 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 13:53:58.4524472 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 13:53:58.4528570 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(128): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 13:56:44.0864560 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 29: UserCommand
2025-08-19 13:56:44.0871239 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 30: UserCommand
2025-08-19 13:56:44.0875533 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 31: UserCommand
2025-08-19 13:56:44.0879613 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 32: UserCommand
2025-08-19 13:56:44.0884742 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 33: UserCommand
2025-08-19 13:56:44.0888842 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 34: UserCommand
2025-08-19 13:56:44.0894074 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 35: UserCommand
2025-08-19 13:56:44.0899514 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 36: UserCommand
2025-08-19 13:56:44.0904246 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 37: UserCommand
2025-08-19 13:56:44.0908480 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 38: UserCommand
2025-08-19 13:56:44.0912634 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 39: UserCommand
2025-08-19 13:56:44.0916673 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 40: UserCommand
2025-08-19 13:56:44.0920995 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 41: UserCommand
2025-08-19 13:56:44.0925548 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 42: UserCommand
2025-08-19 13:56:44.0929724 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 43: UserCommand
2025-08-19 13:56:44.0934031 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 44: UserCommand
2025-08-19 13:56:44.0938733 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 45: UserCommand
2025-08-19 13:56:44.0943113 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 46: UserCommand
2025-08-19 13:56:44.0947588 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 47: UserCommand
2025-08-19 13:56:44.0951972 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 48: UserCommand
2025-08-19 13:56:44.0956402 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 49: UserCommand
2025-08-19 13:56:44.0961328 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 50: UserCommand
2025-08-19 13:56:44.0965660 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 51: UserCommand
2025-08-19 13:56:44.0969790 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 52: UserCommand
2025-08-19 13:56:44.0973779 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 53: UserCommand
2025-08-19 13:56:44.0977790 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 54: UserCommand
2025-08-19 13:56:44.0982025 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 55: UserCommand
2025-08-19 13:56:44.0986230 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 56: UserCommand
2025-08-19 13:56:44.0990164 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 57: UserCommand
2025-08-19 13:56:44.0994127 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 58: UserCommand
2025-08-19 13:56:44.0997969 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 59: UserCommand
2025-08-19 13:56:44.1002107 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 60: UserCommand
2025-08-19 13:56:44.1006177 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 61: UserCommand
2025-08-19 13:56:44.1010252 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 62: UserCommand
2025-08-19 13:56:44.1014259 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 63: UserCommand
2025-08-19 13:56:44.1018492 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 64: UserCommand
2025-08-19 13:56:44.1022549 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 65: UserCommand
2025-08-19 13:56:44.1026595 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 66: UserCommand
2025-08-19 13:56:44.1030659 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 67: UserCommand
2025-08-19 13:56:44.1034851 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 68: UserCommand
2025-08-19 13:56:44.1039086 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 69: UserCommand
2025-08-19 13:56:44.1043338 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 70: UserCommand
2025-08-19 13:56:44.1047415 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 71: UserCommand
2025-08-19 13:56:44.1052236 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 72: UserCommand
2025-08-19 13:56:44.1059157 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 73: UserCommand
2025-08-19 13:56:44.1063862 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 74: UserCommand
2025-08-19 13:56:44.1068418 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 75: UserCommand
2025-08-19 13:56:44.1072761 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 76: UserCommand
2025-08-19 13:56:44.1076945 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 77: UserCommand
2025-08-19 13:56:44.1081384 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 78: UserCommand
2025-08-19 13:56:44.1085632 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 79: UserCommand
2025-08-19 13:56:44.1090734 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 80: UserCommand
2025-08-19 13:56:44.1095514 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 81: UserCommand
2025-08-19 13:56:44.1099614 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 82: UserCommand
2025-08-19 13:56:44.1104066 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 83: UserCommand
2025-08-19 13:56:44.1108145 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 84: UserCommand
2025-08-19 13:56:44.1112021 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 85: UserCommand
2025-08-19 13:56:44.1116846 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 86: UserCommand
2025-08-19 13:56:44.1120968 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 87: UserCommand
2025-08-19 13:56:44.1125467 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 88: UserCommand
2025-08-19 13:56:44.1129548 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 89: UserCommand
2025-08-19 13:56:44.1133795 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 90: UserCommand
2025-08-19 13:56:44.1137577 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 91: UserCommand
2025-08-19 13:56:44.1141241 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 92: UserCommand
2025-08-19 13:56:44.1145092 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 93: UserCommand
2025-08-19 13:56:44.1149488 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 94: UserCommand
2025-08-19 13:56:44.1153309 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 95: UserCommand
2025-08-19 13:56:44.1157412 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 96: UserCommand
2025-08-19 13:56:44.1161983 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 97: UserCommand
2025-08-19 13:56:44.1166077 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 98: UserCommand
2025-08-19 13:56:44.1169842 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 99: UserCommand
2025-08-19 14:02:39.6851952 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 14:02:39.6877143 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 14:02:39.6881588 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(128): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 14:02:39.6886897 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 0: UserCommand
2025-08-19 14:02:39.6891569 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 1: UserCommand
2025-08-19 14:02:39.6896023 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 2: UserCommand
2025-08-19 14:02:39.6900436 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 3: UserCommand
2025-08-19 14:02:39.6904432 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 4: UserCommand
2025-08-19 14:02:39.6908351 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 5: UserCommand
2025-08-19 14:02:39.6912261 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 6: UserCommand
2025-08-19 14:02:39.6916169 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 7: UserCommand
2025-08-19 14:02:39.6920392 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 8: UserCommand
2025-08-19 14:02:39.6924223 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 9: UserCommand
2025-08-19 14:02:39.6928008 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 10: UserCommand
2025-08-19 14:02:39.6931683 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 11: UserCommand
2025-08-19 14:02:39.6935586 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 12: UserCommand
2025-08-19 14:02:39.6939405 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 13: UserCommand
2025-08-19 14:02:39.6943371 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 14: UserCommand
2025-08-19 14:02:39.6947432 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 15: UserCommand
2025-08-19 14:02:39.6951375 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 16: UserCommand
2025-08-19 14:02:39.6955309 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 17: UserCommand
2025-08-19 14:02:39.6959490 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 18: UserCommand
2025-08-19 14:02:39.6963596 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 19: UserCommand
2025-08-19 14:02:39.6967962 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 20: UserCommand
2025-08-19 14:02:39.6972211 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 21: UserCommand
2025-08-19 14:02:39.6976331 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 22: UserCommand
2025-08-19 14:02:39.6980509 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 23: UserCommand
2025-08-19 14:02:39.6984518 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 24: UserCommand
2025-08-19 14:02:39.6988543 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 25: UserCommand
2025-08-19 14:02:39.6992492 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 26: UserCommand
2025-08-19 14:02:39.6996400 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 27: UserCommand
2025-08-19 14:02:39.7000479 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 28: UserCommand
2025-08-19 14:02:39.7004422 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 29: UserCommand
2025-08-19 14:02:39.7008200 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 30: UserCommand
2025-08-19 14:02:39.7012244 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 31: UserCommand
2025-08-19 14:02:39.7016249 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 32: UserCommand
2025-08-19 14:02:39.7020445 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 33: UserCommand
2025-08-19 14:02:39.7024388 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 34: UserCommand
2025-08-19 14:02:39.7028293 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 35: UserCommand
2025-08-19 14:02:39.7032300 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 36: UserCommand
2025-08-19 14:02:39.7036594 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 37: UserCommand
2025-08-19 14:02:39.7041158 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 38: UserCommand
2025-08-19 14:02:39.7045562 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 39: UserCommand
2025-08-19 14:02:39.7049536 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 40: UserCommand
2025-08-19 14:02:39.7053422 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 41: UserCommand
2025-08-19 14:02:39.7057459 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 42: UserCommand
2025-08-19 14:02:39.7063273 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 43: UserCommand
2025-08-19 14:02:39.7069502 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 44: UserCommand
